
#ATNF Pulsar Catalogue
#Catalogue Version: 1.65
INDEX;NAME;PSRJ;RAJ;DECJ;RAJD;DECJD;BINCOMP;ASSOC;SURVEY;PSR;
#;;;(hms);(dms);(deg);(deg);;;;TYPE;
1732;J1758-1931;J1758-1931;17:58:05.6;-19:31:41;269.52333333;-19.52805556;*;*;pksmb,htru_pks;*;
1733;J1758-2206;J1758-2206;17:58:44.4;-22:06:45;269.68520833;-22.11250000;*;*;pksmb,htru_pks;*;
1734;J1758-2540;J1758-2540;17:58:31.9;-25:40:49;269.63308333;-25.68027778;*;*;pksmb,htru_pks;*;
1735;J1758-2630;J1758-2630;17:58:34.2;-26:30:10;269.64279167;-26.50277778;*;*;pksmb,htru_pks;*;
1736;J1758-2846;J1758-2846;17:58:15.4;-28:46:02;269.56420833;-28.76722222;*;*;pksmb,htru_pks;*;
1737;J1758+3030;J1758+3030;17:58:25.8;+30:30:24.0;269.60783333;30.50666667;*;*;ar4,gb4,lotaas;*;
1738;J1759-1029;J1759-1029;17:59:34.3;-10:29:57;269.89291667;-10.49916667;*;*;htru_pks;*;
1739;J1759-1736;J1759-1736;17:59:28.1;-17:36:10;269.86733333;-17.60277778;*;*;pksmb;*;
1740;J1759-1903;J1759-1903;17:59:41.7;-19:03:19;269.92400000;-19.05527778;*;*;pksmb,htru_pks;*;
1741;J1759-1940;J1759-1940;17:59:57.0;-19:40:29;269.98766667;-19.67472222;*;*;pksmb,htru_pks;*;
1742;J1759-1956;J1759-1956;17:59:35.4;-19:56:08;269.89758333;-19.93555556;*;*;pksmb,htru_pks;*;
1743;B1756-22;J1759-2205;17:59:24.1;-22:05:33;269.85068333;-22.09250000;*;*;mol2,jb2,pks1,pks70,pksmb,htru_pks;*;
1744;J1759-2302;J1759-2302;17:59:49.2;-23:02:08;269.95512500;-23.03555556;*;*;pksmb,htru_pks;*;
1745;J1759-2307;J1759-2307;17:59:30.9;-23:07:17;269.87893750;-23.12138889;*;*;pksmb,htru_pks;*;
1746;J1759-24;J1759-24;17:59:24;-24:02;269.85000000;-24.03333333;*;*;htru_pks;*;
1747;J1759-2549;J1759-2549;17:59:35.1;-25:49:07;269.89633333;-25.81861111;*;*;pksmb,htru_pks;*;
1748;J1759-2922;J1759-2922;17:59:48.2;-29:22:07;269.95102546;-29.36867382;*;*;pks70,pksmb,htru_pks;*;
1749;J1759-3107;J1759-3107;17:59:22.0;-31:07:21.8;269.84190000;-31.12272222;*;*;pksmb,htru_pks;*;
1750;J1759-5505;J1759-5505;17:59:34.1;-55:05:30.9;269.89233333;-55.09191667;*;*;pks_superb;*;
1751;J1800-0125;J1800-0125;18:00:22.0;-01:25:30.6;270.09200000;-1.42516667;*;*;misc,htru_pks;*;
1752;J1800-2114;J1800-2114;18:00:12.3;-21:14:19;270.05125000;-21.23861111;*;*;pksmb,htru_pks;*;
1753;B1757-23;J1800-2343;18:00;-23:43;270.00000000;-23.71666667;*;*;misc;*;
1754;J1800+5034;J1800+5034;18:00:44.3;+50:34:21.7;270.18488393;50.57271248;*;*;gbncc,lotaas;*;
1755;B1758-03;J1801-0357;18:01:22.6;-03:57:55.7;270.34428333;-3.96547222;*;*;gb3,pks70,pkssw,htru_pks,lotaas;*;
1756;J1801-0857A;J1801-0857A;18:01:50.6;-08:57:31.8;270.46088500;-8.95884722;*;GC:NGC6517;misc;*;
1757;J1801-0857B;J1801-0857B;18:01:50.5;-08:57:32.8;270.46069083;-8.95911389;*;GC:NGC6517;misc;*;
1758;J1801-0857C;J1801-0857C;18:01:50.7;-08:57:32.7;270.46141958;-8.95908333;*;GC:NGC6517;misc;*;
1759;J1801-0857D;J1801-0857D;18:01:55.3;-08:57:24.3;270.48068875;-8.95675833;*;GC:NGC6517;misc;*;
1760;J1801-1417;J1801-1417;18:01:51.0;-14:17:34.5;270.46280555;-14.29292389;*;GRS:4FGL_J1801.6-1418[fermi21];pksmb,FermiAssoc;HE[fsk+04,fermi21];
1761;J1801-1855;J1801-1855;18:01:22.3;-18:55:49;270.34291667;-18.93027778;*;*;pksmb,htru_pks;*;
1762;J1801-1909;J1801-1909;18:01:46.6;-19:09:36;270.44454167;-19.16000000;*;*;pksmb,htru_pks;*;
1763;J1801-2115;J1801-2115;18:01:32.4;-21:15:18;270.38537500;-21.25500000;*;*;pksmb;*;
1764;J1801-2154;J1801-2154;18:01:08.6;-21:54:07.1;270.28616667;-21.90198611;*;*;pksmb,htru_pks;*;
1765;B1758-23;J1801-2304;18:01:19.8;-23:04:44.6;270.33256200;-23.07906583;*;SNR:W28(?)[fkv93];misc,pks1,pksmb,htru_pks;*;
1766;B1757-24;J1801-2451;18:01:00.0;-24:51:27.5;270.25006667;-24.85763889;*;GRS:4FGL_J1801.2-2450[fermi21],SNR:G5.4-;misc,pksmb,htru_pks;*;
1767;B1758-29;J1801-2920;18:01:46.8;-29:20:38.1;270.44516250;-29.34391667;*;*;pks1,pksmb,htru_pks;*;
1768;J1801-3210;J1801-3210;18:01:25.8;-32:10:53.7;270.35786333;-32.18159250;He[bbb+11];*;htru_pks;*;
1769;J1801-3458;J1801-3458;18:01:52.6;-34:58:37;270.46941667;-34.97694444;*;*;pksmb;*;
1770;J1802+0128;J1802+0128;18:02:27.4;+01:28:23.7;270.61437500;1.47325000;*;*;pkssw;*;
1771;J1802+03;J1802+03;18:02:44;+03:38;270.68333333;3.63333333;*;*;ar327;*;
1772;J1802-0523;J1802-0523;18:02:12.1;-05:23:29;270.55058333;-5.39138889;*;*;htru_pks;*;
1773;J1802-1745;J1802-1745;18:02:14.8;-17:45:17;270.56187500;-17.75472222;*;*;pksmb,htru_pks;*;
1774;J1802-2124;J1802-2124;18:02:05.3;-21:24:03.6;270.52223157;-21.40101361;CO[fsk+10];*;pksmb,htru_pks;*;
1775;J1802-2426;J1802-2426;18:02:03.1;-24:26:43;270.51291667;-24.44527778;*;*;pksmb,htru_pks;*;
1776;J1802-3346;J1802-3346;18:02:55.2;-33:46:45;270.73000000;-33.77916667;*;*;htru_pks;*;
1777;J1803+1358;J1803+1358;18:03:11;+13:59:26;270.79583333;13.99055556;*;GRS:4FGL_J1803.2+1402[fermi21];FermiAssoc;NRAD[fermi21];
1778;J1803-1616;J1803-1616;18:03:34.6;-16:16:30;270.89450000;-16.27500000;*;*;pksmb,htru_pks;*;
1779;J1803-1857;J1803-1857;18:03:59.0;-18:57:19;270.99608333;-18.95527778;*;*;pksmb,htru_pks;*;
1780;J1803-1920;J1803-1920;18:03:29.4;-19:20:41;270.87266667;-19.34472222;*;*;pksmb,htru_pks;*;
1781;B1800-21;J1803-2137;18:03:51.4;-21:37:07.3;270.96421042;-21.61870861;*;SNR:G8.7-0.1(?)[kw90],GRS:J1804-216(?)[a;jb2,pks1,pksmb,htru_pks;HE;
1782;J1803-2149;J1803-2149;18:03:09.6;-21:49:13;270.79013333;-21.82027778;*;GRS:4FGL_J1803.1-2148[fermi21];FermiBlind;NRAD;
1783;B1800-27;J1803-2712;18:03:31.6;-27:12:06;270.88205275;-27.20177396;He[jml+92];*;pks1,pksmb,htru_pks;*;
1784;J1803-3002A;J1803-3002A;18:03:35.1;-30:02:00.0;270.89637083;-30.03334722;*;GC:NGC6522;misc;*;
1785;J1803-3002B;J1803-3002B;18:03:34.1;-30:02:02;270.89208333;-30.03388889;*;GC:NGC6522;misc;*;
1786;J1803-3002C;J1803-3002C;18:03:34.1;-30:02:02;270.89208333;-30.03388889;*;GC:NGC6522;misc;*;
1787;J1803-3329;J1803-3329;18:03:44.4;-33:29:10.7;270.93522083;-33.48630556;*;*;htru_pks;*;
1788;B1802-07;J1804-0735;18:04:49.8;-07:35:24.6;271.20789751;-7.59019273;*;GC:NGC6539;misc,htru_pks;*;
1789;J1804-2228;J1804-2228;18:04:28.1;-22:28:18;271.11745833;-22.47166667;*;*;pksmb,htru_pks;*;
1790;J1804-2717;J1804-2717;18:04:21.1;-27:17:31.3;271.08805453;-27.29203750;He[llb+96];*;pks70,pksmb;*;
1791;J1804-28;J1804-28;18:04:48;-28:07;271.20000000;-28.11666667;*;*;pksmb,htru_pks;*;
1792;J1804-2858;J1804-2858;18:04:01.5;-28:58:46.6;271.00634679;-28.97961333;*;*;htru_pks;*;
1793;B1802+03;J1805+0306;18:05:10.1;+03:06:30.2;271.29231094;3.10840942;*;*;gb3,pkssw,lotaas;*;
1794;J1805+0615;J1805+0615;18:05:42.3;+06:15:18.6;271.42666538;6.25516833;UL[drc+21];GRS:4FGL_J1805.6+0615[fermi21];FermiAssoc;HE[cck+16];
1795;J1805-0619;J1805-0619;18:05:31.4;-06:19:45.4;271.38098333;-6.32927778;*;*;pkssw,htru_pks;*;
1796;J1805-1504;J1805-1504;18:05:06.1;-15:04:36;271.27541667;-15.07666667;*;*;pksmb,htru_pks;*;
1797;J1805-2032;J1805-2032;18:05:37.0;-20:32:51;271.40454167;-20.54750000;*;*;pksmb,htru_pks;*;
1798;J1805-2037;J1805-2037;18:05:28.1;-20:37:16;271.36745833;-20.62111111;*;*;pksmb,htru_pks;*;
1799;J1805-2447;J1805-2447;18:05:25.9;-24:47:30;271.35804167;-24.79166667;*;*;pksmb;*;
1800;J1805-2948;J1805-2948;18:05:42.4;-29:48:00;271.42704167;-29.80000000;*;*;htru_pks;*;
1801;J1806+1023;J1806+1023;18:06:52.1;+10:23:18.3;271.71714167;10.38841667;*;*;pkssw;*;
1802;B1804-12;J1806-1154;18:06:06.7;-11:54:28.7;271.52829745;-11.90798496;*;*;gb3,pks70,pksmb,htru_pks;*;
1803;J1806-1618;J1806-1618;18:06:25.7;-16:18:38;271.60741667;-16.31055556;*;*;pksmb,htru_pks;*;
1804;J1806-1920;J1806-1920;18:06:06.6;-19:20:23;271.52750000;-19.33972222;*;*;pksmb,htru_pks;*;
1805;J1806-2125;J1806-2125;18:06:19.8;-21:27:55.5;271.58250000;-21.46543889;*;*;pksmb,htru_pks;*;
1806;J1806+2819;J1806+2819;18:06:25.0;+28:19:01.1;271.60444083;28.31697639;He[kmk+18];GRS:4FGL_J1807.1+2822[fermi21];gbncc,lotaas,FermiAssoc;HE[kmk+18,fermi21];
1807;J1807+04;J1807+04;18:07:25;+04:05;271.85416667;4.08333333;*;*;ar327;*;
1808;J1807+0756;J1807+0756;18:07:51.2;+07:56:43.3;271.96347917;7.94538611;*;*;ar4,gb4;*;
1809;B1804-08;J1807-0847;18:07:38.0;-08:47:43.2;271.90844750;-8.79535278;*;*;mol2,gb3,pks70,pkssw,pksmb,htru_pks;*;
1810;J1807-2459A;J1807-2459A;18:07:20.3;-24:59:52.9;271.83481502;-24.99802819;UL[lfrj12];GC:NGC6544;pksgc,pksmb,htru_pks;*;
1811;J1807-2459B;J1807-2459B;18:07:20.8;-25:00:01.9;271.83696337;-25.00053194;NS/CO(?)[lfrj12];GC:NGC6544;misc;*;
1812;J1807-2557;J1807-2557;18:07:13.6;-25:57:20;271.80691667;-25.95555556;*;*;pksmb;RRAT;
1813;B1804-27;J1807-2715;18:07:08.4;-27:15:03.0;271.78539637;-27.25082303;*;*;mol2,pks70,pksmb,htru_pks;*;
1814;J1808+00;J1808+00;18:08:19;+00:34;272.07916667;0.56666667;*;*;ar4,pkssw;*;
1815;J1808-0813;J1808-0813;18:08:09.4;-08:13:01.8;272.03930190;-8.21716578;*;*;pks70,pkssw,pksmb,htru_pks;*;
1816;J1808-1020;J1808-1020;18:08:45.6;-10:20:48.3;272.19014167;-10.34675000;*;*;pksmb,htru_pks;*;
1817;J1808-1517;J1808-1517;18:08:39.0;-15:17:40;272.16287500;-15.29444444;*;*;pksmb,htru_pks;*;
1818;J1808-1726;J1808-1726;18:08:42.3;-17:26:27;272.17625000;-17.44083333;*;*;pksmb,htru_pks;*;
1819;J1808-2024;J1808-2024;18:08:39.3;-20:24:39.8;272.16390417;-20.41106944;*;SNR:G10.0-0.3(?),XRS:SGR_1806-20;misc;AXP,NRAD;
1820;B1805-20;J1808-2057;18:08:06.3;-20:58:08;272.02665192;-20.96875681;*;*;jb2,pks1,pksmb,htru_pks;*;
1821;J1808-2701;J1808-2701;18:08:13.2;-27:01:21;272.05512500;-27.02250000;*;*;pksmb;*;
1822;J1808-3249;J1808-3249;18:08:04.4;-32:49:34;272.01866667;-32.82611111;*;*;pkssw,htru_pks;*;
1823;J1809-0119;J1809-0119;18:09:51.3;-01:19:29.0;272.46400000;-1.32472222;*;*;htru_pks;*;
1824;J1809-0743;J1809-0743;18:09:35.9;-07:43:01.4;272.39966667;-7.71705556;*;*;pkssw,pksmb;*;
1825;J1809-1429;J1809-1429;18:09:45.5;-14:29:25.0;272.43962500;-14.49027778;*;*;pksmb,htru_pks;*;
1826;J1809+17;J1809+17;18:09:06;+17:04;272.27500000;17.06666667;*;*;lotaas;*;
1827;J1809-1850;J1809-1850;18:09:37.2;-18:50:55;272.40504167;-18.84861111;*;*;pksmb;*;
1828;J1809-1917;J1809-1917;18:09:43.1;-19:17:38.1;272.42973333;-19.29391667;*;XRS:PWN[kp07];pksmb,htru_pks;*;
1829;J1809-1943;J1809-1943;18:09:51.0;-19:43:51.9;272.46286233;-19.73109208;*;XRS:XTE_J1810-197;misc;AXP,HE;
1830;J1809-2004;J1809-2004;18:09:15.8;-20:04:12;272.31612500;-20.07000000;*;*;pksmb,htru_pks;*;
1831;B1806-21;J1809-2109;18:09:14.3;-21:09:02.9;272.30970645;-21.15079899;*;*;jb2,pksmb,htru_pks;*;
1832;J1809-2332;J1809-2332;18:09:50.2;-23:32:22.6;272.45937500;-23.53963333;*;GRS:4FGL_J1809.8-2332[fermi21],PWN:[brrk;FermiBlind;NRAD;
1833;J1809-3547;J1809-3547;18:09:26.9;-35:47:18;272.36241667;-35.78833333;*;*;pks70,htru_pks;*;
1834;J1810+0705;J1810+0705;18:10:47.0;+07:05:36.3;272.69599167;7.09341667;*;*;lotaas;*;
1835;J1810-1441;J1810-1441;18:10:59.1;-14:41:33.6;272.74650833;-14.69266667;*;*;pksmb,htru_pks;*;
1836;J1810-1709;J1810-1709;18:10:28.2;-17:09:27;272.61754167;-17.15750000;*;*;htru_pks;*;
1837;J1810+1744;J1810+1744;18:10:37.2;+17:44:37.3;272.65533333;17.74371667;UL[hrm+11];GRS:4FGL_J1810.5+1744[fermi21],OPT:[bvr+;FermiAssoc;HE;
1838;J1810-1820;J1810-1820;18:10:55.5;-18:20:39;272.73133333;-18.34416667;*;*;pksmb,htru_pks;*;
1839;J1810-2005;J1810-2005;18:10:58.9;-20:05:08.2;272.74579958;-20.08563056;He(?)[jsb+10];*;pksmb,htru_pks;*;
1840;B1806-53;J1810-5338;18:10:44.4;-53:38:07.6;272.68530417;-53.63545306;*;*;mol2,pks70,pkssw;*;
1841;J1811-0154;J1811-0154;18:11:19.8;-01:54:30.9;272.83283333;-1.90858333;*;*;pkssw,htru_pks;*;
1842;J1811+0702;J1811+0702;18:11:20.4;+07:02:29.7;272.83508333;7.04158333;*;*;ar4,pkssw,lotaas;*;
1843;J1811-1049;J1811-1049;18:11:17.0;-10:49:03;272.82112500;-10.81750000;*;*;pksmb,htru_pks;*;
1844;J1811-1717;J1811-1717;18:11:26.5;-17:17:47;272.86054167;-17.29638889;*;*;htru_pks;*;
1845;J1811-1736;J1811-1736;18:11:55.0;-17:36:37.7;272.97930833;-17.61047222;NS[mig00];*;pksmb,htru_pks;*;
1846;J1811-1835;J1811-1835;18:11:29.7;-18:35:44;272.87383333;-18.59555556;*;*;pksmb,htru_pks;*;
1847;J1811-1925;J1811-1925;18:11:29.2;-19:25:28;272.87166667;-19.42444444;*;GRS:4FGL_J1811.5-1925[fermi21],SNR:G11.2;misc;NRAD;
1848;J1811-2405;J1811-2405;18:11:19.8;-24:05:18.4;272.83272521;-24.08845056;He[bbb+11];GRS:4FGL_J1811.3-2403[fermi21];htru_pks;*;
1849;J1811-2439;J1811-2439;18:11:55.5;-24:39:53;272.98137500;-24.66472222;*;*;pksmb,htru_pks;*;
1850;J1811-4930;J1811-4930;18:11:27.1;-49:30:20.8;272.86329167;-49.50577778;*;*;htru_pks;*;
1851;B1810+02;J1812+0226;18:12:53.1;+02:26:57.1;273.22161561;2.44920135;*;*;gb3,pkssw;*;
1852;J1812-15;J1812-15;18:12:36;-15:31;273.15000000;-15.51666667;*;*;htru_pks;BINARY[ccb+20];
1853;B1809-173;J1812-1718;18:12:07.2;-17:18:29.5;273.03003585;-17.30818717;*;*;jb2,pksmb,htru_pks;*;
1854;B1809-176;J1812-1733;18:12:15.8;-17:33:37.8;273.06608021;-17.56051972;*;*;jb2,pksmb,htru_pks;*;
1855;J1812-1910;J1812-1910;18:12:34.8;-19:10:39;273.14537500;-19.17750000;*;*;pksmb,htru_pks;*;
1856;J1812-20;J1812-20;18:12:36.5;-20:58.1;273.15241667;-20.96833333;*;*;htru_pks;*;
1857;J1812-2102;J1812-2102;18:12:20.9;-21:02:36;273.08720833;-21.04333333;*;*;pksmb,htru_pks;*;
1858;J1812-2526;J1812-2526;18:12:32.3;-25:26:38;273.13458333;-25.44388889;*;*;pksmb,htru_pks;*;
1859;J1812-2748;J1812-2748;18:12:40.5;-27:48:03;273.16908333;-27.80083333;*;*;htru_pks;*;
1860;J1812-3039;J1812-3039;18:12:44.9;-30:39:21;273.18709167;-30.65583333;*;*;htru_pks;*;
1861;J1813-1246;J1813-1246;18:13:23.7;-12:45:59.2;273.34904167;-12.76644444;*;GRS:4FGL_J1813.4-1246[fermi21],XRS:Swift;FermiBlind;NRAD;
1862;J1813-1749;J1813-1749;18:13:35.1;-17:49:57.5;273.39630000;-17.83265833;*;SNR:12.8-0.0,GRS:HESS_J1813-178,XRS:CXOU;misc;NRAD;
1863;J1813+1822;J1813+1822;18:13:38.7;+18:22:15.0;273.41150000;18.37083333;*;*;ar4;*;
1864;J1813-2113;J1813-2113;18:13:39.8;-21:13:00.4;273.41612500;-21.21677778;*;*;pksmb,htru_pks;*;
1865;J1813-2242;J1813-2242;18:13:29.1;-22:42:06;273.37150000;-22.70166667;*;*;pksmb,htru_pks;*;
1866;J1813-2621;J1813-2621;18:13:40.5;-26:21:57.0;273.41913187;-26.36584861;He[lem+15];*;pksmb;*;
1867;B1811+40;J1813+4013;18:13:13.2;+40:13:39.0;273.30533754;40.22750946;*;*;gb1,gb4,lotaas;*;
1868;J1814-0521;J1814-0521;18:14:26.1;-05:21:37.0;273.60887500;-5.36027778;*;*;htru_pks;*;
1869;J1814-0618;J1814-0618;18:14:41.2;-06:18:01.7;273.67191667;-6.30047222;*;*;pksmb;*;
1870;J1814+1130;J1814+1130;18:14:42.7;+11:30:43.9;273.67809167;11.51220833;*;*;misc,lotaas;*;
1871;J1814-1649;J1814-1649;18:14:37.3;-16:49:28;273.65562500;-16.82444444;*;*;pksmb,htru_pks;*;
1872;J1814-1744;J1814-1744;18:14:43.1;-17:44:48;273.67958333;-17.74666667;*;*;pksmb,htru_pks;*;
1873;J1814+22;J1814+22;18:14:36;+22:23;273.65000000;22.38333333;*;*;lotaas;*;
1874;J1814+31;J1814+31;18:14:31;+31:30:01;273.62916667;31.50027778;*;GRS:4FGL_J1814.4+3132[fermi21];FermiAssoc;NRAD[fermi21];
1875;J1815-1738;J1815-1738;18:15:14.6;-17:38:06.8;273.81112500;-17.63523056;*;*;pksmb,htru_pks;*;
1876;J1815-1910;J1815-1910;18:15:03.0;-19:10:00.4;273.76283333;-19.16677778;*;*;pksmb,htru_pks;*;
1877;J1815+5546;J1815+5546;18:15:05.7;+55:46:23.3;273.77391993;55.77314169;*;*;gbncc,lotaas;*;
1878;J1816-0755;J1816-0755;18:16:24.5;-07:55:22.5;274.10226250;-7.92291667;*;GRS:[sbc+19];pksmb,htru_pks;HE[sbc+19];
1879;J1816-1446;J1816-1446;18:16:29.1;-14:46:30;274.12162500;-14.77500000;*;*;pksmb,htru_pks;*;
1880;B1813-17;J1816-1729;18:16:18.6;-17:29:02.7;274.07775852;-17.48408470;*;*;jb2,pksmb,htru_pks;*;
1881;B1813-26;J1816-2650;18:16:35.3;-26:49:53;274.14749583;-26.83138889;*;*;mol1,jb1,mol2,pks70,pkssw,pksmb,htr;*;
1882;J1816+4510;J1816+4510;18:16:35.9;+45:10:33.8;274.14972650;45.17607272;MS[ssc+19];GRS:4FGL_J1816.5+4510[fermi21],OPT:[kbv+;gbncc;HE[ksr+12];
1883;J1816-5643;J1816-5643;18:16:36.4;-56:43:42.1;274.15193333;-56.72836111;*;*;pkssw;*;
1884;J1817-0743;J1817-0743;18:17:49.7;-07:43:18.9;274.45745833;-7.72191667;*;*;pksmb;*;
1885;J1817-1511;J1817-1511;18:17:36.2;-15:11:39;274.40083333;-15.19416667;*;*;pksmb,htru_pks;*;
1886;J1817-1742;J1817-1742;18:17:09.0;-17:42:01.1;274.28764167;-17.70030556;*;GRS:4FGL_J1817.1-1742[fermi21];FermiBlind;NRAD;
1887;J1817-1938;J1817-1938;18:17:06.8;-19:38:36;274.27841667;-19.64333333;*;*;htru_pks,pksmb;*;
1888;B1814-23;J1817-2311;18:17;-23:11;274.25000000;-23.18333333;*;*;misc;*;
1889;B1813-36;J1817-3618;18:17:05.8;-36:18:04.6;274.27440417;-36.30127778;*;*;mol2,pks70,pkssw,htru_pks;*;
1890;J1817-3837;J1817-3837;18:17:00.2;-38:37:59.7;274.25112500;-38.63325000;*;*;pks70,pkssw,htru_pks;*;
1891;J1818-0151;J1818-0151;18:18:25.7;-01:51:54.0;274.60737500;-1.86500000;*;*;htru_pks;*;
1892;J1818-1116;J1818-1116;18:18:26.4;-11:16:29;274.61020833;-11.27472222;*;*;pksmb,htru_pks;*;
1893;B1815-14;J1818-1422;18:18:23.7;-14:22:36.7;274.59902500;-14.37686389;*;*;jb2,pks1,pksmb,htru_pks;*;
1894;J1818-1448;J1818-1448;18:18:27.9;-14:48:38;274.61629167;-14.81055556;*;*;pksmb;*;
1895;J1818-1519;J1818-1519;18:18:14.6;-15:19:43;274.56083333;-15.32861111;*;*;pksmb,htru_pks;*;
1896;J1818-1541;J1818-1541;18:18:37.5;-15:41:45;274.65633333;-15.69583333;*;*;pksmb,htru_pks;*;
1897;J1818-1556;J1818-1556;18:18:51.9;-15:56:04;274.71645833;-15.93444444;*;*;pksmb,htru_pks;*;
1898;J1819-0925;J1819-0925;18:19:50.5;-09:25:49.9;274.96059167;-9.43052778;*;*;pksmb,htru_pks;*;
1899;J1819-1008;J1819-1008;18:19:39.9;-10:08:28;274.91660833;-10.14111111;*;*;pksmb,htru_pks;*;
1900;J1819-1114;J1819-1114;18:19:28.7;-11:14:43;274.86991667;-11.24527778;*;*;pksmb,htru_pks;*;
1901;J1819-1131;J1819-1131;18:19:58.1;-11:31:29;274.99229167;-11.52472222;*;*;pksmb;*;
1902;J1819+1305;J1819+1305;18:19:56.2;+13:05:15.2;274.98427500;13.08756944;*;*;pkssw,misc;*;
1903;J1819-1318;J1819-1318;18:19:43.6;-13:18:42;274.93191667;-13.31166667;*;*;pksmb;*;
1904;J1819-1408;J1819-1408;18:19:56.8;-14:08:01.6;274.98666667;-14.13377778;*;*;pksmb,htru_pks;*;
1905;J1819-1458;J1819-1458;18:19:34.1;-14:58:00.0;274.89233333;-14.96666667;*;XRS:CXOU_J181939.1-145804[mrg+07];pksmb;RRAT,HE;
1906;J1819-1510;J1819-1510;18:19:53.6;-15:10:20.6;274.97371250;-15.17238889;*;*;pksmb,htru_pks;*;
1907;J1819-17;J1819-17;18:19:30;-17:05;274.87500000;-17.08333333;*;*;htru_pks;*;
1908;J1819-1717;J1819-1717;18:19:43.4;-17:17:16;274.93083333;-17.28777778;*;*;pksmb;*;
1909;J1819-37;J1819-37;18:19;-37;274.75000000;-37.00000000;*;*;gbncc;*;
1910;B1818-04;J1820-0427;18:20:52.5;-04:27:37.7;275.21913917;-4.46047556;*;*;mol1,jb1,mol2,gb2,gb3,pks70,pkssw,p;*;
1911;J1820-0509;J1820-0509;18:20:22.7;-05:09:38.5;275.09470000;-5.16069444;*;*;pksmb,htru_pks;*;
1912;B1817-13;J1820-1346;18:20:19.7;-13:46:15.3;275.08233150;-13.77091020;*;*;jb2,pks1,pksmb,htru_pks;*;
1913;J1820-1529;J1820-1529;18:20:41.3;-15:29:42.2;275.17212500;-15.49507222;*;*;pksmb,htru_pks;*;
1914;B1817-18;J1820-1818;18:20:39.0;-18:18:03.3;275.16286537;-18.30090532;*;*;pks1,pksmb,htru_pks;*;
1915;J1821+0155;J1821+0155;18:21:38.8;+01:55:21.9;275.41201533;1.92277583;*;*;gb350,ar327;*;
1916;J1821-0256;J1821-0256;18:21:10.3;-02:56:38.6;275.29295833;-2.94405556;*;*;pksmb;*;
1917;J1821-0331;J1821-0331;18:21:44.7;-03:31:12.7;275.43625000;-3.52019444;*;*;pksmb;*;
1918;J1821-1419;J1821-1419;18:21:34.3;-14:19:26;275.39291667;-14.32388889;*;*;pksmb;*;
1919;J1821-1432;J1821-1432;18:21:39.7;-14:32:53.2;275.41573750;-14.54811111;*;*;pksmb,htru_pks;*;
1920;J1821+1715;J1821+1715;18:21:13.5;+17:15:47.0;275.30626250;17.26307222;*;*;ar4,lotaas;*;
1921;J1821+4147;J1821+4147;18:21:52.3;+41:47:02.5;275.46810731;41.78404269;*;*;gbncc,lotaas;*;
1922;J1822+02;J1822+02;18:22;+02;275.50000000;2.00000000;*;*;gbncc;*;
1923;J1822+0705;J1822+0705;18:22:18.4;+07:05:19.0;275.57684107;7.08861714;*;*;ar4,lotaas;*;
1924;J1822-0719;J1822-0719;18:22:28.0;-07:19:55.0;275.61697083;-7.33194444;*;*;htru_pks;*;
1925;J1822-0848;J1822-0848;18:22:51.8;-08:48:59.0;275.71608333;-8.81638889;He[lfl+06];*;pksmb,htru_pks;*;
1926;J1822-0902;J1822-0902;18:22:35.7;-09:02:59.1;275.64893750;-9.04975000;*;*;htru_pks;*;
1927;J1822-0907;J1822-0907;18:22:39.8;-09:07:36;275.66583333;-9.12666667;*;*;pksmb,htru_pks;*;
1928;J1822+1120;J1822+1120;18:22:14.6;+11:20:56.2;275.56083333;11.34894444;*;*;ar4;*;
1929;J1822-1252;J1822-1252;18:22:41.7;-12:52:49;275.67375000;-12.88027778;*;*;pksmb,htru_pks;*;
1930;B1820-14;J1822-1400;18:22:54.0;-14:00:02.4;275.72517768;-14.00066746;*;*;jb2,pksmb,htru_pks;*;
1931;J1822-1604;J1822-1604;18:22:18.0;-16:04:26.8;275.57500000;-16.07411111;*;XRS:SGR_J1822-1606;misc;AXP,NRAD;
1932;J1822-1617;J1822-1617;18:22:36.6;-16:17:35;275.65250000;-16.29305556;*;*;pksmb;*;
1933;B1819-22;J1822-2256;18:22:58.9;-22:56:31;275.74564215;-22.94183603;*;*;jb1,mol2,pks70,pksmb,htru_pks;*;
1934;J1822-4209;J1822-4209;18:22:11.3;-42:09:10.9;275.54731667;-42.15305000;*;*;pks70,pkssw,htru_pks;*;
1935;J1823-0154;J1823-0154;18:23:52.1;-01:54:04.6;275.96727520;-1.90127008;*;*;pks70,pksmb,htru_pks;*;
1936;B1821+05;J1823+0550;18:23:30.9;+05:50:24.3;275.87905458;5.84008611;*;*;mol2,gb3,ar4,pkssw,gb4,lotaas;*;
1937;B1820-11;J1823-1115;18:23:40.3;-11:15:11;275.91794458;-11.25313535;MS(?)[pv91];*;jb2,pksmb,htru_pks;*;
1938;J1823-1126;J1823-1126;18:23:19.8;-11:26:04;275.83275000;-11.43444444;*;*;pksmb,htru_pks;*;
1939;J1823-1347;J1823-1347;18:23:24.2;-13:47:54;275.85104167;-13.79833333;*;*;pksmb,htru_pks;*;
1940;J1823-1526;J1823-1526;18:23:21.4;-15:26:22;275.83925000;-15.43944444;*;*;pksmb,htru_pks;*;
